admissionRate,mathSat,englishSat,overallCost,graduateCount,femaleProportion,entryAge,dependentProportion,povertyRate,firstGenerationProportion,asianPreportion,blackPreportion,whitePreportion,hispanicPreportion,nativePreportion,endowment,facultySalary,studentExpendature,studentRevenue,studentCount,medianIncome,housingCost,tuitionCost,overallPrice,pellGrantReceivers,federalLoanReceivers,debtAmount,lenders,sixYearEarnings,schoolName,id
0.9476,,,17005.0,1283.0,0.6707,23.0,0.6808806489,12.9499998092651,0.5994566858,0.156,0.0501,0.5877,0.1142,0.0084,19952255.0,9639.0,7506.0,4091.0,9161.0,56979.0,11576.0,19524.0,6041.0,0.8289687138,0.2198,13540.0,0.5052143685,46519.0,California State University-Stanislaus,
,,,,758.0,,,,7.82000017166137,,0.0882,0.0294,0.7647,0.1176,0.0,31145338.0,11568.0,10653.0,33424.0,,70227.0,,,,,,,,,California Western School of Law,
0.593,570.0,508.0,19191.0,84.0,0.5345,25.0,0.6228070175,8.65999984741211,0.3461538462,0.0952,0.1429,0.619,0.0,0.0,446872.0,3335.0,6585.0,6962.0,232.0,59014.0,5800.0,11576.0,13621.0,0.7456140351,0.1898,20839.0,0.8245614035,31523.0,Calvary University,
0.7506,615.0,,51965.0,189.0,0.5258,19.0,0.9625935162,5.46999979019165,0.1322525597,0.0628,0.0157,0.8796,0.0157,0.0,242913000.0,8932.0,9976.0,16400.0,2963.0,70660.0,10800.0,38240.0,26281.0,0.4305901912,0.3782,23250.0,0.9326683292,46873.0,Calvin University,
,,,30766.0,1463.0,0.7908,33.0,0.1244813278,12.4099998474121,0.509383378,0.0556,0.0556,0.8889,0.0,0.0,58308304.0,8288.0,5934.0,12012.0,803.0,59111.0,,16442.0,27709.0,0.7385892116,0.4549,21791.0,0.8941908714,39615.0,Cambridge College,
,,,16268.0,312.0,0.6443,24.0,0.5364829396,12.8599996566772,0.469858156,0.1345,0.0336,0.7647,0.0252,0.0168,22025595.0,6348.0,8662.0,5356.0,2792.0,45647.0,5810.0,15870.0,8919.0,0.8057742782,0.3316,21500.0,0.6183727034,30648.0,Cameron University,
0.8725,555.0,480.0,53393.0,2297.0,0.5249,23.0,0.6246271836,8.97000026702881,0.3112033195,0.0664,0.0547,0.8477,0.0313,0.0,209338661.0,8805.0,11008.0,16048.0,3313.0,56906.0,13625.0,38160.0,22690.0,0.6621218577,0.4481,22500.0,0.7707711973,43367.0,Campbell University,
,,420.0,40745.0,5572.0,0.5845,24.0,0.635359116,11.9499998092651,0.4664842681,0.0039,0.0545,0.8171,0.0156,0.0,34846928.0,5777.0,5710.0,11767.0,2652.0,47586.0,8880.0,25000.0,23445.0,0.6985880909,0.263,17156.0,0.8514426028,33633.0,Campbellsville University,
0.8146,580.0,,39531.0,764.0,0.5102,19.0,0.9568733154,7.15000009536743,0.2305502846,0.0397,0.0159,0.9206,0.0238,0.0,159983803.0,8462.0,8074.0,16217.0,1807.0,61812.0,11994.0,30910.0,17907.0,0.5040431267,0.5854,24250.0,0.9317160827,46737.0,Canisius College,
0.7417,555.0,530.0,50203.0,730.0,0.6078,21.0,0.8047752809,6.78999996185302,0.275147929,0.0382,0.0446,0.879,0.0191,0.0064,136926898.0,8563.0,10381.0,15507.0,2045.0,64246.0,12008.0,39338.0,22385.0,0.4122191011,0.7656,26889.0,0.9508426966,43290.0,Capital University,
0.4654,,,41508.0,465.0,0.1894,23.0,0.7205240175,7.78000020980835,0.356097561,0.1538,0.3846,0.3077,0.0,0.0,5848499.0,6321.0,6054.0,23776.0,322.0,73053.0,12754.0,26934.0,25272.0,0.6069868996,0.554,20264.0,0.8165938865,73392.0,Capitol Technology University,
0.8891,603.0,,44055.0,488.0,0.6429,26.0,0.5333333333,7.98000001907348,0.4549019608,0.0357,0.0893,0.875,0.0,0.0,13653757.0,6628.0,8756.0,15078.0,602.0,64348.0,9766.0,34762.0,17958.0,0.6461538462,0.4691,30571.0,0.8974358974,47325.0,Cardinal Stritch University,
0.1755,750.0,705.0,77433.0,,0.509,19.0,,6.73000001907348,0.1568123393,0.1266,0.0464,0.7004,0.097,0.0,1157982283.0,12570.0,34119.0,34062.0,2008.0,71070.0,15375.0,60225.0,31800.0,0.4275184275,0.4387,16750.0,0.855036855,53015.0,Carleton College,
0.9205,513.0,475.0,42356.0,738.0,0.8465,24.0,0.6413043478,8.48999977111816,0.3683574879,0.0286,0.0381,0.9143,0.019,0.0,42966807.0,7330.0,11125.0,20378.0,1244.0,52873.0,12628.0,32390.0,19581.0,0.5956521739,0.7338,25500.0,0.9510869565,42322.0,Carlow University,
0.1354,785.0,715.0,76870.0,8125.0,0.4984,19.0,,5.90999984741211,0.0995024876,0.1235,0.0265,0.5967,0.0314,0.0,3092064292.0,12634.0,34891.0,43851.0,6880.0,81652.0,16150.0,58924.0,37846.0,0.3497576737,0.3812,21750.0,0.9256865913,92854.0,Carnegie Mellon University,
0.4627,,,26935.0,511.0,0.5053,28.0,0.465437788,8.52999973297119,0.3266331658,0.3636,0.0606,0.5455,0.0303,0.0,2897781.0,5018.0,3144.0,6233.0,471.0,55018.0,10000.0,14400.0,13771.0,0.8294930876,0.6163,20287.0,0.6820276498,26764.0,Carolina University,
0.8392,590.0,525.0,51646.0,23.0,0.6116,20.0,0.9230769231,8.09000015258789,0.1971830986,0.0,0.011,0.5714,0.011,0.0,71678035.0,6170.0,9218.0,15411.0,1084.0,55326.0,10416.0,38106.0,23992.0,0.4057692308,0.4891,25757.0,0.9442307692,46331.0,Carroll College,
0.705,590.0,,46321.0,513.0,0.6992,20.0,0.9248861912,4.03000020980835,0.2715654952,0.0135,0.0,0.9189,0.027,0.0,94723057.0,8138.0,7821.0,17001.0,2799.0,73362.0,11690.0,35140.0,23592.0,0.3854324734,0.6513,27000.0,0.9385432473,50885.0,Carroll University,
0.7887,510.0,,41410.0,1140.0,0.5734,20.0,0.8944162437,9.64999961853027,0.3466092573,0.0081,0.0163,0.9431,0.0163,0.0,71080042.0,6175.0,5070.0,10438.0,1601.0,53143.0,9474.0,31320.0,17457.0,0.6243654822,0.5563,21500.0,0.8944162437,38290.0,Carson-Newman University,
0.7569,540.0,,45228.0,111.0,0.5608,20.0,0.941697417,4.48999977111816,0.2623839009,0.0563,0.0352,0.8662,0.0211,0.0,164311119.0,8219.0,9050.0,13619.0,2616.0,76392.0,12400.0,33000.0,26778.0,0.4036900369,0.8185,26000.0,0.9653136531,44092.0,Carthage College,
0.3024,760.0,670.0,71878.0,6350.0,0.4738,19.0,0.9734675206,6.44999980926513,0.1085126286,0.2525,0.0371,0.6469,0.03,0.0024,2354190000.0,11917.0,29952.0,28888.0,5697.0,69873.0,16482.0,54532.0,37702.0,0.3211344922,0.5006,24000.0,0.9432753888,70442.0,Case Western Reserve University,
0.8729,524.0,460.0,25496.0,625.0,0.5462,20.0,0.930186824,5.96999979019165,0.3450051493,0.0,0.0123,0.4074,0.0123,0.0,,7061.0,8413.0,12811.0,1622.0,61392.0,12042.0,30046.0,17575.0,0.4729596853,0.6514,24802.0,0.9537856441,37949.0,Castleton University,
0.5612,535.0,460.0,45711.0,65.0,0.5186,22.0,0.7966339411,7.23999977111816,0.2992366412,0.0244,0.0244,0.8902,0.0244,0.0,88095000.0,7473.0,9187.0,23003.0,1132.0,60564.0,11130.0,32380.0,18861.0,0.5624123422,0.6339,25000.0,0.9270687237,37854.0,Catawba College,
0.6761,520.0,,53070.0,29.0,0.713,21.0,0.85428051,7.98000001907348,0.297029703,0.0,0.0192,0.9423,0.0385,0.0,4150188.0,7815.0,13059.0,10802.0,690.0,59343.0,14736.0,36668.0,17405.0,0.6247723133,0.7832,23250.0,0.9398907104,37779.0,Cazenovia College,
0.6878,540.0,465.0,53414.0,387.0,0.9376,25.0,0.5992063492,5.94999980926513,0.433681073,0.0,0.0133,0.9333,0.0267,0.0,42076762.0,7755.0,10674.0,18329.0,1041.0,66384.0,12519.0,42591.0,23005.0,0.6124338624,0.8355,27000.0,0.9603174603,47266.0,Cedar Crest College,
0.6224,605.0,575.0,44019.0,452.0,0.5472,19.0,0.9615048119,5.44999980926513,0.1265597148,0.0474,0.0302,0.9009,0.0129,0.0,46812293.0,7948.0,9145.0,17162.0,3613.0,67472.0,8120.0,33374.0,22772.0,0.4208223972,0.4264,20937.0,0.9142607174,46118.0,Cedarville University,
0.6313,560.0,,56169.0,19.0,0.5778,19.0,0.9387755102,11.0100002288818,0.2183406114,0.037,0.037,0.8704,0.0,0.0185,149355410.0,7865.0,10993.0,11504.0,514.0,58549.0,13940.0,38060.0,29008.0,0.5510204082,0.6504,27000.0,0.8816326531,41508.0,Centenary College of Louisiana,
0.9762,505.0,455.0,49199.0,423.0,0.6355,22.0,0.7949101796,4.48999977111816,0.3821548822,0.0462,0.0308,0.9077,0.0154,0.0,16336960.0,7197.0,9767.0,16682.0,1111.0,87083.0,11788.0,34498.0,23763.0,0.5628742515,0.775,23163.0,0.9206586826,44004.0,Centenary University,
0.616,501.0,428.0,27262.0,,0.4524,24.0,0.6288416076,10.1400003433227,0.3455497382,0.0357,0.0,0.9286,0.0357,0.0,4425483.0,5492.0,3828.0,9521.0,546.0,50351.0,7500.0,17400.0,23545.0,0.7092198582,0.553,22250.0,0.8959810875,36685.0,Central Baptist College,
,,,31705.0,16.0,0.5493,32.0,0.3111782477,8.05000019073486,0.4761029412,0.0,0.0,0.9091,0.0909,0.0,4922359.0,3797.0,2589.0,11073.0,497.0,55393.0,8000.0,20225.0,15466.0,0.7824773414,0.7393,27000.0,0.9003021148,36703.0,Central Christian College of Kansas,
,,,19890.0,29.0,0.4385,21.0,0.8129032258,7.76000022888183,0.3125,0.0,0.0,1.0,0.0,0.0,1766019.0,4540.0,8925.0,5536.0,130.0,57236.0,8500.0,9250.0,13890.0,0.735483871,0.5427,17500.0,0.8387096774,27522.0,Central Christian College of the Bible,
0.7452,565.0,,33319.0,,0.4864,19.0,0.9723183391,5.25,0.214801444,0.0106,0.0213,0.883,0.0319,0.0,99746202.0,7543.0,12884.0,12373.0,1106.0,59591.0,10552.0,19250.0,22535.0,0.3823529412,0.7107,26984.0,0.9532871972,44324.0,Central College,
0.7483,520.0,505.0,20520.0,1905.0,0.4649,22.0,0.7866047421,5.55000019073486,0.3874829932,0.1226,0.0505,0.7019,0.0625,0.0024,99377963.0,9790.0,14841.0,11783.0,7616.0,75579.0,12174.0,24946.0,13434.0,0.5653874358,0.4603,22300.0,0.8753361036,49656.0,Central Connecticut State University,
0.9896,513.0,440.0,41884.0,,0.5092,27.0,0.432860262,9.19999980926513,0.4372781065,0.0253,0.0,0.962,0.0127,0.0,50162628.0,6381.0,10855.0,15740.0,1143.0,49478.0,8650.0,26470.0,25087.0,0.6561135371,0.6724,17619.0,0.8362445415,40703.0,Central Methodist University-College of Liberal Arts and Sciences,
0.7708,550.0,508.0,26085.0,4007.0,0.6072,21.0,0.8507978723,6.13999986648559,0.2932980354,0.1171,0.0234,0.7877,0.0293,0.0029,246144980.0,10077.0,9471.0,11162.0,11323.0,66048.0,10920.0,13200.0,16810.0,0.5283244681,0.6972,27000.0,0.9321808511,43881.0,Central Michigan University,
0.8866,,365.0,25657.0,19.0,0.6783,27.0,0.4236111111,8.0,0.5058823529,0.0,0.1176,0.8529,0.0294,0.0,,5156.0,10322.0,27473.0,858.0,56698.0,7416.0,18714.0,16605.0,0.6797839506,0.7777,23194.0,0.925154321,39742.0,Central Penn College,
0.5864,435.0,,19674.0,9.0,0.7078,20.0,0.8678678679,15.2700004577636,0.4003590664,0.2231,0.281,0.3884,0.0413,0.0083,7465403.0,6992.0,4312.0,3400.0,6017.0,48898.0,10480.0,9262.0,12617.0,0.8445945946,0.2925,30739.0,0.9512012012,25660.0,Central State University,
0.8845,,455.0,25200.0,610.0,0.5291,23.0,0.7042591482,8.0600004196167,0.4004042219,0.0722,0.0234,0.8068,0.0637,0.0042,50500435.0,8941.0,9174.0,7032.0,9508.0,63170.0,13938.0,25213.0,17234.0,0.6116776645,0.3793,19500.0,0.8408318336,47333.0,Central Washington University,
,,,16333.0,,0.591,27.0,0.4231782265,9.97000026702881,0.4661016949,0.0156,0.0,0.9375,0.0313,0.0,15821925.0,7461.0,6144.0,2044.0,1616.0,51494.0,11274.0,5239.0,7261.0,,0.0,,,33821.0,Centralia College,
0.6798,700.0,,58601.0,,0.5171,19.0,,7.69999980926513,0.2025641026,0.0699,0.035,0.8322,0.028,0.0,420214180.0,8543.0,18047.0,16344.0,1315.0,64052.0,11600.0,46000.0,20610.0,0.3470873786,0.4396,27000.0,0.9199029126,45904.0,Centre College,
,,,22078.0,450.0,0.5968,23.0,0.7185741088,9.35000038146972,0.393360161,0.0575,0.0345,0.8736,0.0115,0.0115,27523861.0,7486.0,6401.0,5062.0,1642.0,47191.0,8534.0,7874.0,15260.0,0.6313320826,0.4648,18875.0,0.8255159475,39112.0,Chadron State College,
0.8462,,,35369.0,,0.8653,33.0,0.1368219178,7.63000011444091,0.47309798,0.0826,0.2165,0.6068,0.0427,0.0028,,7576.0,5504.0,25387.0,1923.0,63402.0,,19469.0,31817.0,0.4500821918,0.7895,20919.0,0.9515068493,76330.0,Chamberlain University-Texas,
0.9008,,,40505.0,665.0,0.7266,24.0,0.5738045738,6.92999982833862,0.4233825199,0.2088,0.022,0.5055,0.0769,0.0,32201036.0,8515.0,10767.0,17719.0,1536.0,72476.0,15050.0,27454.0,27021.0,0.7203742204,0.3568,23250.0,0.5831600832,44658.0,Chaminade University of Honolulu,
0.6243,,545.0,60350.0,608.0,0.3959,26.0,0.5377611141,4.94000005722045,0.3172011662,0.0187,0.0187,0.7944,0.0093,0.0187,29685138.0,8864.0,9033.0,17136.0,3170.0,72226.0,15854.0,42984.0,33681.0,0.4151044456,0.4841,26814.0,0.927155865,46383.0,Champlain College,
0.6037,655.0,610.0,71065.0,2277.0,0.6037,19.0,0.9565453558,8.3100004196167,0.1787741203,0.1068,0.0267,0.6228,0.048,0.0,564411000.0,12582.0,17712.0,33899.0,7469.0,73437.0,16542.0,58634.0,39047.0,0.4063009234,0.4365,20500.0,0.9103747963,56553.0,Chapman University,
0.6329,,,36763.0,640.0,0.6588,28.0,0.2822580645,16.4300003051757,0.4770642202,0.2252,0.2793,0.1802,0.1802,0.0,117359500.0,9170.0,22913.0,26360.0,255.0,55906.0,,14954.0,25852.0,0.3225806452,0.6624,18750.0,,67299.0,Charles R Drew University of Medicine and Science,
0.5721,535.0,,40591.0,616.0,0.6446,22.0,0.7760857304,9.78999996185302,0.3071816536,0.0254,0.089,0.8347,0.0212,0.0085,24414629.0,6109.0,8420.0,12839.0,2679.0,57179.0,11032.0,28930.0,17368.0,0.6294416244,0.5573,26471.0,0.8877608573,38119.0,Charleston Southern University,
0.7339,,,54414.0,983.0,0.7173,22.0,0.7685512367,8.01000022888183,0.2969348659,0.0308,0.0154,0.9154,0.0077,0.0,106606787.0,8036.0,11872.0,19763.0,1192.0,56097.0,12226.0,40877.0,26793.0,0.4858657244,0.5979,23250.0,0.9434628975,41234.0,Chatham University,
0.9791,490.0,475.0,54837.0,433.0,0.5786,26.0,0.5633333333,10.7399997711181,0.4440104167,0.0455,0.1061,0.7727,0.0455,0.0,12771831.0,6073.0,6811.0,12912.0,1011.0,61319.0,11800.0,38635.0,26516.0,0.67,0.7849,26389.0,0.9611111111,44821.0,Chestnut Hill College,
,,,24994.0,,0.6359,21.0,0.8198924731,17.2299995422363,0.4469453376,0.129,0.6774,0.1613,0.0323,0.0,1693807.0,10655.0,9890.0,590.0,629.0,48189.0,11016.0,16170.0,12892.0,0.8387096774,0.5933,21785.0,0.8924731183,28251.0,Cheyney University of Pennsylvania,
0.4747,,,21945.0,864.0,0.6945,28.0,0.385035074,17.2199993133544,0.4202453988,0.0645,0.3613,0.2065,0.0387,0.0,9731021.0,8471.0,29476.0,6719.0,1496.0,51518.0,8724.0,11204.0,8969.0,0.8597038192,0.5145,30625.0,0.8597038192,34820.0,Chicago State University,
,,,9152.0,,0.6506,23.0,0.6550802139,13.6800003051757,0.5083969466,0.0,0.0732,0.878,0.0244,0.0244,19302441.0,5849.0,6377.0,1644.0,1248.0,43641.0,4560.0,8950.0,2042.0,,0.0,,,31615.0,Chipola College,
0.7925,503.0,370.0,37547.0,61.0,0.4228,20.0,0.8897893031,10.8500003814697,0.370405278,0.0625,0.1042,0.7708,0.0,0.0,33191264.0,7239.0,5681.0,10717.0,920.0,53634.0,9600.0,25880.0,16942.0,0.8257698541,0.7627,29491.0,0.953808752,30303.0,Chowan University,
0.9657,590.0,,45693.0,473.0,0.5535,23.0,0.7173913043,10.6599998474121,0.3587921847,0.0609,0.0696,0.7304,0.0348,0.0087,49827219.0,7552.0,8360.0,12318.0,1261.0,61225.0,9417.0,34820.0,13143.0,0.6552795031,0.4147,27000.0,0.900621118,40100.0,Christian Brothers University,
0.8854,595.0,555.0,31340.0,112.0,0.5449,19.0,0.9794973545,4.90999984741211,0.181010929,0.0769,0.0245,0.8776,0.0175,0.0,57598862.0,9575.0,10118.0,9019.0,4463.0,79798.0,11760.0,27790.0,25031.0,0.3101851852,0.4153,25000.0,0.9510582011,48442.0,Christopher Newport University,
,,,,851.0,0.5657,31.0,0.167721519,7.17000007629394,0.409252669,0.1667,0.0333,0.7333,0.0,0.0333,3656439.0,6823.0,8983.0,22738.0,1004.0,67486.0,,,,0.6898734177,0.1837,25000.0,0.8037974684,51237.0,City University of Seattle,
0.6247,,,32739.0,87.0,0.7084,21.0,0.8460884354,15.3400001525878,0.3235867446,0.1949,0.5,0.2373,0.0339,0.0,49784119.0,7443.0,7717.0,14574.0,1773.0,45792.0,9480.0,17046.0,19308.0,0.843537415,0.7979,29000.0,0.925170068,30250.0,Claflin University,
,,,,1953.0,,32.0,,8.56999969482422,,0.1474,0.0632,0.6421,0.0737,0.0,216256639.0,13628.0,25876.0,33760.0,,68303.0,,,,,,,,,Claremont Graduate University,
0.1124,750.0,725.0,66496.0,6.0,0.5078,19.0,,7.21000003814697,,0.1222,0.0389,0.6889,0.0667,0.0,1313226000.0,14789.0,30917.0,34221.0,1414.0,82855.0,17906.0,58111.0,20114.0,0.4600938967,0.1656,13500.0,0.7605633803,80442.0,Claremont McKenna College,
0.5824,460.0,,38413.0,665.0,0.7636,19.0,0.9359513791,12.079999923706,0.3224773091,0.15,0.68,0.11,0.015,0.0,102435884.0,7863.0,8743.0,17750.0,3376.0,60451.0,10222.0,24012.0,33836.0,0.8055165965,0.8918,27000.0,0.9766245909,30788.0,Clark Atlanta University,
0.4803,645.0,,59182.0,1048.0,0.579,19.0,0.9708994709,6.48999977111816,0.1629526462,0.0966,0.0672,0.6471,0.0504,0.0,506185000.0,11390.0,13386.0,22163.0,2290.0,76163.0,10150.0,50302.0,28102.0,0.3994708995,0.5853,26759.0,0.9669312169,42516.0,Clark University,
0.8878,505.0,,50561.0,171.0,0.4487,20.0,0.88647343,6.30999994277954,0.2935064935,0.025,0.025,0.95,0.0,0.0,33527237.0,6360.0,11063.0,18761.0,702.0,57836.0,10400.0,36870.0,26777.0,0.4758454106,0.78,26717.0,0.9516908213,45637.0,Clarke University,
0.5827,,,35068.0,229.0,0.4911,23.0,0.7476340694,5.92000007629394,0.2718120805,0.0,0.0,1.0,0.0,0.0,2852004.0,4203.0,4714.0,11005.0,395.0,62401.0,6800.0,27200.0,15633.0,0.7350157729,0.3945,18034.0,0.6813880126,34491.0,Clarks Summit University,
0.96,,,24537.0,564.0,0.8815,26.0,0.4650112867,5.73000001907348,0.3333333333,0.0,0.0154,0.9538,0.0,0.0,5480105.0,6443.0,12683.0,14431.0,616.0,61065.0,7284.0,14880.0,16564.0,0.4582392777,0.6558,23716.0,0.934537246,57044.0,Clarkson College,
0.7458,650.0,545.0,70442.0,1101.0,0.3072,19.0,0.9674855491,7.15999984741211,0.1528709918,0.1241,0.0292,0.5693,0.0146,0.0,240740822.0,11340.0,14424.0,17124.0,2790.0,62331.0,16244.0,54370.0,31339.0,0.3547687861,0.6733,26000.0,0.9696531792,69155.0,Clarkson University,
0.6256,,,17743.0,672.0,0.7101,25.0,0.5578792342,8.22999954223632,0.3792387543,0.0922,0.2767,0.5146,0.0291,0.0,19068017.0,7405.0,6070.0,4656.0,5170.0,65444.0,10712.0,16290.0,10635.0,0.7805596465,0.4355,25706.0,0.8226804124,39229.0,Clayton  State University,
,,,20332.0,24.0,0.181,29.0,0.328125,17.2900009155273,,0.0,0.0,1.0,0.0,0.0,25000673.0,4513.0,6511.0,5730.0,105.0,39097.0,4320.0,9860.0,7911.0,,0.0,,,33323.0,Clear Creek Baptist Bible College,
0.7587,530.0,,35234.0,139.0,0.3905,27.0,0.5074626866,4.32000017166137,0.4229249012,0.0,0.1429,0.8571,0.0,0.0,1398800.0,5476.0,3099.0,10538.0,612.0,81153.0,12600.0,22230.0,19284.0,0.5111940299,0.5619,19500.0,,50273.0,Cleary University,
0.4922,665.0,,33004.0,5688.0,0.5124,20.0,0.929046985,7.55000019073486,0.1724543849,0.1034,0.042,0.717,0.0359,0.0,1008750237.0,10679.0,12346.0,18658.0,21577.0,64586.0,12234.0,38550.0,22116.0,0.4002282671,0.3723,21500.0,0.911736732,56107.0,Clemson University,
0.6588,545.0,525.0,59897.0,,0.7334,20.0,0.9213114754,6.38999986648559,0.2671232877,0.0,0.0408,0.9388,0.0204,0.0,33991935.0,5714.0,13027.0,22355.0,574.0,66493.0,11860.0,45495.0,30692.0,0.5803278689,0.7763,27000.0,0.9344262295,30182.0,Cleveland Institute of Art,
0.3289,,,57443.0,135.0,0.5096,19.0,,6.19999980926513,,0.0625,0.0,0.875,0.0313,0.0,54139228.0,7522.0,31516.0,25518.0,208.0,78065.0,13700.0,42116.0,28367.0,0.3559322034,0.4299,24968.0,,15028.0,Cleveland Institute of Music,
0.9129,515.0,485.0,24364.0,4827.0,0.5542,23.0,0.683116471,9.92000007629394,0.3837554585,0.1526,0.0754,0.7002,0.0269,0.0,115381865.0,9778.0,10210.0,11072.0,10208.0,57782.0,14219.0,16653.0,15544.0,0.6105998096,0.4941,21797.0,0.8752776896,42284.0,Cleveland State University,
1.0,,,39183.0,537.0,0.6813,25.0,0.2923076923,6.80000019073486,,0.075,0.025,0.875,0.0,0.0,23458347.0,5369.0,8953.0,22789.0,91.0,61070.0,,14840.0,32576.0,0.4769230769,1.0,12500.0,,47212.0,Cleveland University-Kansas City,
0.7914,550.0,,24910.0,683.0,0.551,20.0,0.9087408548,7.44999980926513,0.2656186198,0.0567,0.0462,0.8571,0.021,0.0021,51003267.0,8167.0,8596.0,13482.0,9384.0,64299.0,10032.0,27394.0,14382.0,0.5213708125,0.5872,23750.0,0.9368502118,37351.0,Coastal Carolina University,
0.7266,,564.0,59900.0,,0.5672,19.0,0.9721407625,5.67000007629394,0.2352024922,0.0403,0.0403,0.7984,0.0484,0.0,107606904.0,6664.0,9295.0,12435.0,1347.0,61192.0,10520.0,48822.0,18515.0,0.4765395894,0.7317,27000.0,0.9574780059,46089.0,Coe College,
0.9763,535.0,,43333.0,109.0,0.5935,24.0,0.673582296,13.4499998092651,0.3761609907,0.0317,0.0476,0.9206,0.0,0.0,36428095.0,6274.0,6130.0,9756.0,834.0,49143.0,9892.0,31524.0,19890.0,0.673582296,0.7545,26000.0,0.9266943292,34308.0,Coker University,
0.0887,745.0,680.0,76425.0,,0.5292,19.0,,5.71000003814697,0.108974359,0.0677,0.0239,0.506,0.0319,0.0,1257738000.0,11594.0,20915.0,28857.0,2262.0,80130.0,15745.0,61220.0,17739.0,0.3867069486,0.0956,19157.0,0.7099697885,52148.0,Colby College,
0.9307,,,62719.0,50.0,0.7167,20.0,0.9495614035,4.40000009536743,0.2413793103,0.0,0.02,0.96,0.02,0.0,62446048.0,6948.0,10075.0,11744.0,780.0,75754.0,15891.0,46254.0,26408.0,0.3903508772,0.7107,27000.0,,39607.0,Colby-Sawyer College,
0.1719,720.0,,77580.0,12.0,0.5511,19.0,,6.63000011444091,0.1807511737,0.0861,0.0653,0.6973,0.0682,0.003,1263024321.0,12138.0,22762.0,46642.0,3152.0,81701.0,15524.0,61966.0,24489.0,0.4168514412,0.1229,15000.0,0.8492239468,61087.0,Colgate University,
0.538,,,58488.0,62.0,0.624,20.0,0.8806228374,6.55000019073486,0.2283609576,0.0192,0.1154,0.8269,0.0385,0.0,105991839.0,10905.0,13176.0,27388.0,1431.0,74293.0,8350.0,47585.0,34961.0,0.5,0.5732,26000.0,0.9048442907,37878.0,College for Creative Studies,
,,,18801.0,,0.4067,40.0,0.0855855856,12.329999923706,0.5088757396,0.0,0.3333,0.5556,0.1111,0.0,457820.0,5054.0,12091.0,10951.0,418.0,62100.0,,9225.0,14143.0,0.7702702703,0.4246,25570.0,0.6891891892,31243.0,College of Biblical Studies-Houston,
,,,14543.0,,0.6444,24.0,0.604705199,9.89000034332275,0.4876564085,0.0435,0.0783,0.8261,0.0435,0.0,83508629.0,6100.0,4980.0,1380.0,4334.0,44560.0,,10517.0,9634.0,0.8733662504,0.1922,13000.0,0.4406041243,30130.0,College of Central Florida,
0.7611,575.0,,30219.0,974.0,0.6644,20.0,0.8768272875,7.67999982833862,0.2006198929,0.0472,0.0472,0.8035,0.0491,0.0,135994186.0,9156.0,9160.0,15225.0,9770.0,66962.0,12959.0,34438.0,18394.0,0.4918787223,0.3762,23250.0,0.8992961559,41508.0,College of Charleston,
0.9735,449.0,,18595.0,,0.6956,22.0,0.6915601023,12.3199996948242,0.3782559456,0.0202,0.0909,0.8283,0.0404,0.0,10583326.0,6942.0,6720.0,2490.0,2750.0,50342.0,10784.0,10839.0,13258.0,0.7503836317,0.3049,15039.0,0.6710997442,32824.0,College of Coastal Georgia,
0.8211,555.0,450.0,50145.0,667.0,0.771,21.0,0.8397212544,14.7200002670288,0.4101838755,0.087,0.0435,0.6957,0.087,0.0,46613086.0,10039.0,7512.0,15041.0,2253.0,63240.0,12000.0,40980.0,21066.0,0.6016260163,0.6504,25000.0,0.9326364692,55264.0,College of Mount Saint Vincent,
0.6792,555.0,480.0,49563.0,319.0,0.7675,26.0,0.5355756792,9.18000030517578,0.3516642547,0.0,0.0385,0.9615,0.0,0.0,17900630.0,7248.0,7700.0,17878.0,1015.0,59687.0,14395.0,39449.0,21655.0,0.5782664942,0.7621,25000.0,0.9831824062,48841.0,College of Our Lady of the Elms,
0.3819,,,32500.0,376.0,1.0,24.0,0.5302013423,6.09000015258789,0.26,0.0476,0.0595,0.8095,0.0476,0.0,28134042.0,7139.0,9761.0,15395.0,599.0,62625.0,8000.0,21800.0,16294.0,0.4899328859,0.6794,24250.0,0.9552572707,50836.0,College of Saint Mary,
,,,13090.0,,0.5964,25.0,0.5073122366,8.0600004196167,0.5101978691,0.0884,0.0668,0.7348,0.0648,0.0079,7318000.0,8492.0,6443.0,2838.0,27817.0,65621.0,,11534.0,6904.0,0.8839957035,0.0911,8000.0,0.3918863092,31531.0,College of Southern Nevada,
,,,14963.0,1050.0,0.5421,20.0,0.8589156166,12.2700004577636,0.46727139,0.1807,0.0312,0.6854,0.0654,0.0,21290367.0,12459.0,10946.0,4205.0,10392.0,65469.0,19590.0,15440.0,5581.0,0.8648339061,0.1124,14350.0,0.2817869416,40556.0,College of Staten Island CUNY,
0.6114,,,54437.0,2.0,0.7046,20.0,,6.5,,0.0769,0.0385,0.8846,0.0,0.0,81831154.0,8679.0,15156.0,43043.0,369.0,66849.0,9747.0,43542.0,22098.0,0.4782608696,0.5792,25050.0,,27575.0,College of the Atlantic,
0.4287,660.0,,63132.0,,0.5424,19.0,,5.57999992370605,0.1662531017,0.0621,0.0294,0.6993,0.0719,0.0,1043289368.0,11454.0,19429.0,31661.0,3005.0,82332.0,16080.0,56540.0,32990.0,0.3008225617,0.4623,27000.0,0.9494712103,67926.0,College of the Holy Cross,
